entry_date,entry_price,trigger_price,days_to_liquidation,max_drawdown_after_entry_pct,min_price_after_entry,min_price_date
2018-01-03,63.45,50.76,60,20.41,50.5,2018-04-02
2018-01-04,62.92,50.336,191,20.36,50.11,2018-10-08
2018-01-05,63.32,50.656,58,20.25,50.5,2018-04-02
2018-01-08,67.28,53.824,55,23.37,51.56,2018-03-28
2018-01-09,66.74,53.392,54,22.74,51.56,2018-03-28
2018-01-10,66.96,53.568,53,23.0,51.56,2018-03-28
2018-01-11,67.59,54.072,52,23.72,51.56,2018-03-28
2018-01-12,67.24,53.792,51,23.32,51.56,2018-03-28
2018-01-16,68.01,54.408,50,24.19,51.56,2018-03-28
2018-01-17,69.43,55.544,49,25.74,51.56,2018-03-28
2018-01-18,68.91,55.128,48,25.18,51.56,2018-03-28
2018-01-19,70.0,56.0,46,20.23,55.84,2018-03-27
2018-01-22,70.31,56.248,45,20.58,55.84,2018-03-27
2018-01-23,70.56,56.448,44,20.86,55.84,2018-03-27
2018-01-24,69.18,55.344,44,25.47,51.56,2018-03-28
2018-01-25,67.53,54.024,43,23.65,51.56,2018-03-28
2018-01-26,68.57,54.856,42,24.81,51.56,2018-03-28
2018-01-29,69.91,55.928,40,20.13,55.84,2018-03-27
2018-01-30,69.16,55.328,40,25.45,51.56,2018-03-28
2018-01-31,70.86,56.688,38,21.2,55.84,2018-03-27
2018-02-01,69.85,55.88,37,20.06,55.84,2018-03-27
2018-02-02,68.75,55.0,37,25.0,51.56,2018-03-28
2018-02-05,66.63,53.304,36,22.62,51.56,2018-03-28
2018-02-06,66.79,53.432,35,22.8,51.56,2018-03-28
2018-02-07,69.0,55.2,34,25.28,51.56,2018-03-28
2018-02-08,63.05,50.44,167,20.52,50.11,2018-10-08
2018-02-09,62.08,49.664,302,20.22,49.53,2019-04-25
2018-02-12,63.15,50.52,33,20.03,50.5,2018-04-02
2018-02-13,64.73,51.784,30,20.35,51.56,2018-03-28
2018-02-14,64.46,51.568,29,20.01,51.56,2018-03-28
2018-02-15,66.81,53.448,28,22.83,51.56,2018-03-28
2018-02-16,67.1,53.68,27,23.16,51.56,2018-03-28
2018-02-20,66.95,53.56,26,22.99,51.56,2018-03-28
2018-02-21,66.66,53.328,25,22.65,51.56,2018-03-28
2018-02-22,69.23,55.384,24,25.52,51.56,2018-03-28
2018-02-23,70.41,56.328,22,20.69,55.84,2018-03-27
2018-02-26,71.48,57.184,21,21.88,55.84,2018-03-27
2018-02-27,70.2,56.16,20,20.46,55.84,2018-03-27
2018-02-28,68.61,54.888,20,24.85,51.56,2018-03-28
2018-03-01,66.19,52.952,19,22.1,51.56,2018-03-28
2018-03-02,67.02,53.616,18,23.07,51.56,2018-03-28
2018-03-05,66.67,53.336,17,22.66,51.56,2018-03-28
2018-03-06,65.64,52.512,16,21.45,51.56,2018-03-28
2018-03-07,66.46,53.168,15,22.42,51.56,2018-03-28
2018-03-08,65.82,52.656,14,21.67,51.56,2018-03-28
2018-03-09,65.43,52.344,13,21.2,51.56,2018-03-28
2018-03-12,69.1,55.28,12,25.38,51.56,2018-03-28
2018-03-13,68.37,54.696,11,24.59,51.56,2018-03-28
2018-03-14,65.33,52.264,10,21.08,51.56,2018-03-28
2018-03-15,65.12,52.096,9,20.82,51.56,2018-03-28
2018-03-16,64.27,51.416,10,21.43,50.5,2018-04-02
2018-03-19,62.71,50.168,141,20.09,50.11,2018-10-08
2018-03-20,62.11,49.688,276,20.25,49.53,2019-04-25
2018-03-21,63.31,50.648,7,20.23,50.5,2018-04-02
2018-03-22,61.82,49.456,275,23.92,47.03,2019-04-26
2018-03-23,60.31,48.248,274,22.02,47.03,2019-04-26
2018-03-26,60.84,48.672,273,22.7,47.03,2019-04-26
2018-03-27,55.84,44.672,287,24.41,42.21,2019-05-17
2018-03-28,51.56,41.248,287,20.35,41.07,2019-05-20
2018-03-29,53.23,42.584,285,20.7,42.21,2019-05-17
2018-04-02,50.5,40.4,287,23.66,38.55,2019-05-22
2018-04-03,53.51,42.808,283,21.12,42.21,2019-05-17
2018-04-04,57.39,45.912,278,20.89,45.4,2019-05-13
2018-04-05,61.14,48.912,266,23.08,47.03,2019-04-26
2018-04-06,59.86,47.888,265,21.43,47.03,2019-04-26
2018-04-09,57.93,46.344,275,21.63,45.4,2019-05-13
2018-04-10,60.94,48.752,263,22.83,47.03,2019-04-26
2018-04-11,60.19,48.152,262,21.86,47.03,2019-04-26
2018-04-12,58.82,47.056,261,20.04,47.03,2019-04-26
2018-04-13,60.07,48.056,260,21.71,47.03,2019-04-26
2018-04-16,58.24,46.592,270,22.05,45.4,2019-05-13
2018-04-17,57.54,46.032,269,21.1,45.4,2019-05-13
2018-04-18,58.67,46.936,260,20.23,46.8,2019-05-01
2018-04-19,60.02,48.016,256,21.64,47.03,2019-04-26
2018-04-20,58.05,46.44,266,21.79,45.4,2019-05-13
2018-04-23,56.67,45.336,269,25.52,42.21,2019-05-17
2018-04-24,56.69,45.352,268,25.54,42.21,2019-05-17
2018-04-25,56.14,44.912,267,24.81,42.21,2019-05-17
2018-04-26,57.1,45.68,262,20.49,45.4,2019-05-13
2018-04-27,58.82,47.056,250,20.04,47.03,2019-04-26
2018-04-30,58.78,47.024,252,20.38,46.8,2019-05-01
2018-05-01,59.98,47.984,248,21.59,47.03,2019-04-26
2018-05-02,60.23,48.184,247,21.92,47.03,2019-04-26
2018-05-03,56.89,45.512,257,20.2,45.4,2019-05-13
2018-05-04,58.82,47.056,245,20.04,47.03,2019-04-26
2018-05-07,60.55,48.44,244,22.33,47.03,2019-04-26
2018-05-08,60.39,48.312,243,22.12,47.03,2019-04-26
2018-05-09,61.37,49.096,242,23.37,47.03,2019-04-26
2018-05-10,61.0,48.8,241,22.9,47.03,2019-04-26
2018-05-11,60.21,48.168,240,21.89,47.03,2019-04-26
2018-05-14,58.39,46.712,250,22.25,45.4,2019-05-13
2018-05-15,56.84,45.472,249,20.13,45.4,2019-05-13
2018-05-16,57.3,45.84,248,20.77,45.4,2019-05-13
2018-05-17,56.91,45.528,247,20.22,45.4,2019-05-13
2018-05-18,55.36,44.288,250,23.75,42.21,2019-05-17
2018-05-21,56.9,45.52,245,20.21,45.4,2019-05-13
2018-05-22,55.0,44.0,248,23.25,42.21,2019-05-17
2018-05-23,55.81,44.648,247,24.37,42.21,2019-05-17
2018-05-24,55.57,44.456,246,24.04,42.21,2019-05-17
2018-05-25,55.77,44.616,245,24.31,42.21,2019-05-17
2018-05-29,56.75,45.4,240,20.0,45.4,2019-05-13
2018-05-30,58.34,46.672,239,22.18,45.4,2019-05-13
2018-05-31,56.95,45.56,238,20.28,45.4,2019-05-13
2018-06-01,58.36,46.688,237,22.21,45.4,2019-05-13
2018-06-04,59.35,47.48,225,20.76,47.03,2019-04-26
2018-06-05,58.23,46.584,235,22.03,45.4,2019-05-13
2018-06-06,63.9,51.12,86,21.58,50.11,2018-10-08
2018-06-07,63.22,50.576,85,20.74,50.11,2018-10-08
2018-06-08,63.53,50.824,84,21.12,50.11,2018-10-08
2018-06-11,66.42,53.136,62,20.73,52.65,2018-09-07
2018-06-12,68.55,54.84,61,23.19,52.65,2018-09-07
2018-06-13,68.96,55.168,60,23.65,52.65,2018-09-07
2018-06-14,71.54,57.232,57,21.51,56.15,2018-09-05
2018-06-15,71.63,57.304,56,21.61,56.15,2018-09-05
2018-06-18,74.17,59.336,29,21.76,58.03,2018-07-30
2018-06-19,70.51,56.408,54,20.37,56.15,2018-09-05
2018-06-20,72.44,57.952,52,20.22,57.79,2018-09-04
2018-06-21,69.5,55.6,54,24.24,52.65,2018-09-07
2018-06-22,66.73,53.384,53,21.1,52.65,2018-09-07
2018-06-25,66.6,53.28,52,20.95,52.65,2018-09-07
2018-06-26,68.4,54.72,51,23.03,52.65,2018-09-07
2018-06-27,68.9,55.12,50,23.58,52.65,2018-09-07
2018-06-28,69.99,55.992,49,24.77,52.65,2018-09-07
2018-06-29,68.59,54.872,48,23.24,52.65,2018-09-07
2018-07-02,67.01,53.608,47,21.43,52.65,2018-09-07
2018-07-03,62.17,49.736,203,20.33,49.53,2019-04-25
2018-07-05,61.83,49.464,203,23.94,47.03,2019-04-26
2018-07-06,61.78,49.424,202,23.88,47.03,2019-04-26
2018-07-09,63.7,50.96,64,21.33,50.11,2018-10-08
2018-07-10,64.49,51.592,63,22.3,50.11,2018-10-08
2018-07-11,63.79,51.032,62,21.45,50.11,2018-10-08
2018-07-12,63.34,50.672,61,20.89,50.11,2018-10-08
2018-07-13,63.77,51.016,60,21.42,50.11,2018-10-08
2018-07-16,62.02,49.616,195,20.14,49.53,2019-04-25
2018-07-17,64.54,51.632,58,22.36,50.11,2018-10-08
2018-07-18,64.77,51.816,57,22.63,50.11,2018-10-08
2018-07-19,64.05,51.24,56,21.76,50.11,2018-10-08
2018-07-20,62.72,50.176,55,20.11,50.11,2018-10-08
2018-07-23,60.64,48.512,191,22.44,47.03,2019-04-26
2018-07-24,59.49,47.592,190,20.94,47.03,2019-04-26
2018-07-25,61.75,49.4,189,23.84,47.03,2019-04-26
2018-07-26,61.33,49.064,188,23.32,47.03,2019-04-26
2018-07-27,59.44,47.552,187,20.88,47.03,2019-04-26
2018-07-30,58.03,46.424,197,21.76,45.4,2019-05-13
2018-07-31,59.63,47.704,185,21.13,47.03,2019-04-26
2018-08-01,60.17,48.136,184,21.84,47.03,2019-04-26
2018-08-02,69.91,55.928,25,24.69,52.65,2018-09-07
2018-08-03,69.63,55.704,24,24.39,52.65,2018-09-07
2018-08-06,68.4,54.72,23,23.03,52.65,2018-09-07
2018-08-07,75.91,60.728,17,20.13,60.63,2018-08-30
2018-08-08,74.07,59.256,18,21.98,57.79,2018-09-04
2018-08-09,70.49,56.392,18,20.34,56.15,2018-09-05
2018-08-10,71.1,56.88,17,21.03,56.15,2018-09-05
2018-08-13,71.28,57.024,16,21.23,56.15,2018-09-05
2018-08-14,69.53,55.624,17,24.28,52.65,2018-09-07
2018-08-15,67.74,54.192,16,22.28,52.65,2018-09-07
2018-08-16,67.09,53.672,15,21.52,52.65,2018-09-07
2018-08-17,61.1,48.88,172,23.03,47.03,2019-04-26
2018-08-20,61.69,49.352,171,23.76,47.03,2019-04-26
2018-08-21,64.38,51.504,33,22.17,50.11,2018-10-08
2018-08-22,64.33,51.464,32,22.1,50.11,2018-10-08
2018-08-23,64.02,51.216,31,21.73,50.11,2018-10-08
2018-08-24,64.56,51.648,30,22.38,50.11,2018-10-08
2018-08-27,63.85,51.08,29,21.52,50.11,2018-10-08
2018-08-28,62.37,49.896,164,20.59,49.53,2019-04-25
2018-08-29,61.0,48.8,164,22.9,47.03,2019-04-26
2018-08-30,60.63,48.504,163,22.43,47.03,2019-04-26
2018-08-31,60.33,48.264,162,22.05,47.03,2019-04-26
2018-09-04,57.79,46.232,172,21.44,45.4,2019-05-13
2018-09-05,56.15,44.92,175,24.83,42.21,2019-05-17
2018-09-06,56.19,44.952,174,24.88,42.21,2019-05-17
2018-09-07,52.65,42.12,174,21.99,41.07,2019-05-20
2018-09-10,57.1,45.68,168,20.49,45.4,2019-05-13
2018-09-11,55.89,44.712,171,24.48,42.21,2019-05-17
2018-09-12,58.11,46.488,166,21.87,45.4,2019-05-13
2018-09-13,57.89,46.312,165,21.58,45.4,2019-05-13
2018-09-14,59.04,47.232,153,20.34,47.03,2019-04-26
2018-09-17,58.97,47.176,152,20.25,47.03,2019-04-26
2018-09-18,56.99,45.592,162,20.34,45.4,2019-05-13
2018-09-19,59.8,47.84,150,21.35,47.03,2019-04-26
2018-09-20,59.67,47.736,149,21.18,47.03,2019-04-26
2018-09-21,59.82,47.856,148,21.38,47.03,2019-04-26
2018-09-24,59.94,47.952,147,21.54,47.03,2019-04-26
2018-09-25,60.2,48.16,146,21.88,47.03,2019-04-26
2018-09-26,61.92,49.536,144,20.01,49.53,2019-04-25
2018-09-27,61.5,49.2,144,23.53,47.03,2019-04-26
2018-09-28,52.95,42.36,158,20.28,42.21,2019-05-17
2018-10-01,62.14,49.712,141,20.29,49.53,2019-04-25
2018-10-02,60.2,48.16,141,21.88,47.03,2019-04-26
2018-10-03,58.96,47.168,140,20.23,47.03,2019-04-26
2018-10-04,56.37,45.096,154,25.12,42.21,2019-05-17
2018-10-05,52.39,41.912,154,21.61,41.07,2019-05-20
2018-10-08,50.11,40.088,155,23.07,38.55,2019-05-22
2018-10-09,52.56,42.048,152,21.86,41.07,2019-05-20
2018-10-10,51.38,41.104,151,20.07,41.07,2019-05-20
2018-10-11,50.45,40.36,152,23.59,38.55,2019-05-22
2018-10-12,51.76,41.408,149,20.65,41.07,2019-05-20
2018-10-15,51.92,41.536,148,20.9,41.07,2019-05-20
2018-10-16,55.32,44.256,146,23.7,42.21,2019-05-17
2018-10-17,54.36,43.488,145,22.35,42.21,2019-05-17
2018-10-18,52.78,42.224,144,20.03,42.21,2019-05-17
2018-10-19,52.0,41.6,144,21.02,41.07,2019-05-20
2018-10-22,52.19,41.752,143,21.31,41.07,2019-05-20
2018-10-23,58.83,47.064,126,20.06,47.03,2019-04-26
2018-10-24,57.7,46.16,136,21.32,45.4,2019-05-13
2018-10-25,62.97,50.376,123,21.34,49.53,2019-04-25
2018-10-26,66.18,52.944,99,20.05,52.91,2019-03-22
2018-10-29,66.97,53.576,95,20.13,53.49,2019-03-19
2018-10-30,65.98,52.784,98,21.07,52.08,2019-03-25
2018-10-31,67.46,53.968,92,20.1,53.9,2019-03-18
2018-11-01,68.86,55.088,91,21.73,53.9,2019-03-18
2018-11-02,69.28,55.424,81,20.16,55.31,2019-03-05
2018-11-05,68.28,54.624,89,21.06,53.9,2019-03-18
2018-11-06,68.21,54.568,88,20.98,53.9,2019-03-18
2018-11-07,69.63,55.704,78,20.57,55.31,2019-03-05
2018-11-08,70.28,56.224,77,21.3,55.31,2019-03-05
2018-11-09,70.1,56.08,76,21.1,55.31,2019-03-05
2018-11-12,66.26,53.008,88,20.15,52.91,2019-03-22
2018-11-13,67.75,54.2,83,20.44,53.9,2019-03-18
2018-11-14,68.8,55.04,82,21.66,53.9,2019-03-18
2018-11-15,69.69,55.752,72,20.63,55.31,2019-03-05
2018-11-16,70.86,56.688,71,21.94,55.31,2019-03-05
2018-11-19,70.69,56.552,70,21.76,55.31,2019-03-05
2018-11-20,69.5,55.6,69,20.42,55.31,2019-03-05
2018-11-21,67.64,54.112,77,20.31,53.9,2019-03-18
2018-11-23,65.17,52.136,81,20.09,52.08,2019-03-25
2018-11-26,69.2,55.36,66,20.07,55.31,2019-03-05
2018-11-27,68.78,55.024,74,21.63,53.9,2019-03-18
2018-11-28,69.57,55.656,64,20.5,55.31,2019-03-05
2018-11-29,68.23,54.584,72,21.0,53.9,2019-03-18
2018-11-30,70.1,56.08,62,21.1,55.31,2019-03-05
2018-12-03,71.7,57.36,60,20.4,57.07,2019-03-04
2018-12-04,71.94,57.552,32,20.04,57.52,2019-01-23
2018-12-06,72.61,58.088,31,20.78,57.52,2019-01-23
2018-12-07,71.59,57.272,57,20.28,57.07,2019-03-04
2018-12-10,73.03,58.424,29,21.24,57.52,2019-01-23
2018-12-11,73.35,58.68,28,21.58,57.52,2019-01-23
2018-12-12,73.32,58.656,27,21.55,57.52,2019-01-23
2018-12-13,75.36,60.288,7,21.6,59.08,2018-12-24
2018-12-14,73.14,58.512,25,21.36,57.52,2019-01-23
2018-12-17,69.68,55.744,52,20.62,55.31,2019-03-05
2018-12-18,67.41,53.928,60,20.04,53.9,2019-03-18
2018-12-19,66.59,53.272,63,20.54,52.91,2019-03-22
2018-12-20,63.08,50.464,85,21.48,49.53,2019-04-25
2018-12-21,63.95,51.16,84,22.55,49.53,2019-04-25
2018-12-24,59.08,47.264,84,20.4,47.03,2019-04-26
2018-12-26,65.22,52.176,60,20.15,52.08,2019-03-25
2018-12-27,63.23,50.584,81,21.67,49.53,2019-04-25
2018-12-28,66.77,53.416,57,20.76,52.91,2019-03-22
2018-12-31,66.56,53.248,56,20.51,52.91,2019-03-22
2019-01-02,62.02,49.616,78,20.14,49.53,2019-04-25
2019-01-03,60.07,48.056,78,21.71,47.03,2019-04-26
2019-01-04,63.54,50.832,76,22.05,49.53,2019-04-25
2019-01-07,66.99,53.592,49,20.15,53.49,2019-03-19
2019-01-08,67.07,53.656,48,20.25,53.49,2019-03-19
2019-01-09,67.71,54.168,46,20.4,53.9,2019-03-18
2019-01-10,68.99,55.192,44,20.15,55.09,2019-03-15
2019-01-11,69.45,55.56,35,20.36,55.31,2019-03-05
2019-01-14,66.88,53.504,44,20.02,53.49,2019-03-19
2019-01-15,68.89,55.112,41,20.03,55.09,2019-03-15
2019-01-16,69.21,55.368,32,20.08,55.31,2019-03-05
2019-01-17,69.46,55.568,31,20.37,55.31,2019-03-05
2019-01-18,60.45,48.36,67,22.2,47.03,2019-04-26
2019-01-22,59.78,47.824,66,21.33,47.03,2019-04-26
2019-01-23,57.52,46.016,76,21.07,45.4,2019-05-13
2019-01-24,58.3,46.64,75,22.13,45.4,2019-05-13
2019-01-25,59.41,47.528,63,20.84,47.03,2019-04-26
2019-01-28,59.28,47.424,62,20.66,47.03,2019-04-26
2019-01-29,59.49,47.592,61,20.94,47.03,2019-04-26
2019-01-30,61.75,49.4,60,23.84,47.03,2019-04-26
2019-01-31,61.4,49.12,59,23.4,47.03,2019-04-26
2019-02-01,62.44,49.952,57,20.68,49.53,2019-04-25
2019-02-04,62.58,50.064,56,20.85,49.53,2019-04-25
2019-02-05,64.27,51.416,55,22.93,49.53,2019-04-25
2019-02-06,63.44,50.752,54,21.93,49.53,2019-04-25
2019-02-07,61.5,49.2,54,23.53,47.03,2019-04-26
2019-02-08,61.16,48.928,53,23.1,47.03,2019-04-26
2019-02-11,62.57,50.056,51,20.84,49.53,2019-04-25
2019-02-12,62.36,49.888,50,20.57,49.53,2019-04-25
2019-02-13,61.63,49.304,50,23.69,47.03,2019-04-26
2019-02-14,60.75,48.6,49,22.58,47.03,2019-04-26
2019-02-15,61.58,49.264,48,23.63,47.03,2019-04-26
2019-02-19,61.13,48.904,47,23.07,47.03,2019-04-26
2019-02-20,60.51,48.408,46,22.28,47.03,2019-04-26
2019-02-21,58.25,46.6,56,22.06,45.4,2019-05-13
2019-02-22,58.94,47.152,44,20.21,47.03,2019-04-26
2019-02-25,59.75,47.8,43,21.29,47.03,2019-04-26
2019-02-26,59.57,47.656,42,21.05,47.03,2019-04-26
2019-02-27,62.95,50.36,40,21.32,49.53,2019-04-25
2019-02-28,63.98,51.184,39,22.59,49.53,2019-04-25
2019-03-01,58.96,47.168,39,20.23,47.03,2019-04-26
2019-03-04,57.07,45.656,49,20.45,45.4,2019-05-13
2019-03-05,55.31,44.248,52,23.68,42.21,2019-05-17
2019-03-06,55.25,44.2,51,23.6,42.21,2019-05-17
2019-03-07,55.32,44.256,50,23.7,42.21,2019-05-17
2019-03-08,56.83,45.464,45,20.11,45.4,2019-05-13
2019-03-11,58.18,46.544,44,21.97,45.4,2019-05-13
2019-03-12,56.67,45.336,47,25.52,42.21,2019-05-17
2019-03-13,57.79,46.232,42,21.44,45.4,2019-05-13
2019-03-14,57.99,46.392,41,21.71,45.4,2019-05-13
2019-03-15,55.09,44.072,44,23.38,42.21,2019-05-17
2019-03-18,53.9,43.12,43,21.69,42.21,2019-05-17
2019-03-19,53.49,42.792,42,21.09,42.21,2019-05-17
2019-03-20,54.72,43.776,41,22.86,42.21,2019-05-17
2019-03-21,54.8,43.84,40,22.97,42.21,2019-05-17
2019-03-22,52.91,42.328,39,20.22,42.21,2019-05-17
2019-03-25,52.08,41.664,39,21.14,41.07,2019-05-20
2019-03-26,53.55,42.84,37,21.18,42.21,2019-05-17
2019-03-27,54.97,43.976,36,23.21,42.21,2019-05-17
2019-03-28,55.72,44.576,35,24.25,42.21,2019-05-17
2019-03-29,55.97,44.776,34,24.58,42.21,2019-05-17
2019-04-01,57.84,46.272,29,21.51,45.4,2019-05-13
2019-04-02,57.18,45.744,28,20.6,45.4,2019-05-13
2019-04-03,58.36,46.688,27,22.21,45.4,2019-05-13
2019-04-04,53.56,42.848,30,21.19,42.21,2019-05-17
2019-04-05,54.99,43.992,29,23.24,42.21,2019-05-17
2019-04-08,54.64,43.712,28,22.75,42.21,2019-05-17
2019-04-09,54.46,43.568,27,22.49,42.21,2019-05-17
2019-04-10,55.21,44.168,26,23.55,42.21,2019-05-17
2019-04-11,53.68,42.944,25,21.37,42.21,2019-05-17
2019-04-12,53.54,42.832,24,21.16,42.21,2019-05-17
2019-04-15,53.28,42.624,23,20.78,42.21,2019-05-17
2019-04-16,54.67,43.736,22,22.79,42.21,2019-05-17
2019-04-17,54.25,43.4,21,22.19,42.21,2019-05-17
2019-04-18,54.65,43.72,20,22.76,42.21,2019-05-17
2019-04-22,52.55,42.04,20,21.85,41.07,2019-05-20
2019-04-23,52.78,42.224,18,20.03,42.21,2019-05-17
2019-04-24,51.73,41.384,18,20.61,41.07,2019-05-20
2019-04-25,49.53,39.624,19,22.17,38.55,2019-05-22
2019-04-26,47.03,37.624,24,21.26,37.03,2019-05-31
2019-04-29,48.29,38.632,17,20.17,38.55,2019-05-22
2019-04-30,47.74,38.192,18,20.13,38.13,2019-05-24
2019-05-01,46.8,37.44,21,20.88,37.03,2019-05-31
2019-05-02,48.82,39.056,14,21.04,38.55,2019-05-22
2019-05-03,51.01,40.808,13,24.43,38.55,2019-05-22
2019-05-06,51.07,40.856,12,24.52,38.55,2019-05-22
2019-05-07,49.41,39.528,11,21.98,38.55,2019-05-22
2019-05-08,48.97,39.176,10,21.28,38.55,2019-05-22
2019-05-09,48.4,38.72,9,20.35,38.55,2019-05-22
2019-05-10,47.9,38.32,10,20.4,38.13,2019-05-24
2019-05-13,45.4,36.32,14,21.17,35.79,2019-06-03
2019-05-14,46.46,37.168,12,20.3,37.03,2019-05-31
2019-05-15,46.39,37.112,11,20.18,37.03,2019-05-31
2019-05-16,45.67,36.536,11,21.63,35.79,2019-06-03
2019-05-17,42.21,33.768,,15.21,35.79,2019-06-03
2019-05-20,41.07,32.856,,12.86,35.79,2019-06-03
2019-05-21,41.02,32.816,,12.75,35.79,2019-06-03
2019-05-22,38.55,30.84,,7.16,35.79,2019-06-03
2019-05-23,39.1,31.28,,8.47,35.79,2019-06-03
2019-05-24,38.13,30.504,,6.14,35.79,2019-06-03
2019-05-28,37.74,30.192,,5.17,35.79,2019-06-03
2019-05-29,37.97,30.376,,5.74,35.79,2019-06-03
2019-05-30,37.64,30.112,,4.91,35.79,2019-06-03
2019-05-31,37.03,29.624,,3.35,35.79,2019-06-03
2019-06-03,35.79,28.632,,0.0,35.79,2019-06-03
2019-06-04,38.72,30.976,,0.0,38.72,2019-06-04
2019-06-05,39.32,31.456,,0.0,39.32,2019-06-05
2019-06-06,41.19,32.952,,0.7,40.9,2019-06-07
2019-06-07,40.9,32.72,,0.0,40.9,2019-06-07
2019-06-10,42.58,34.064,,1.71,41.85,2019-06-12
2019-06-11,43.42,34.736,,3.62,41.85,2019-06-12
2019-06-12,41.85,33.48,,0.0,41.85,2019-06-12
2019-06-13,42.78,34.224,,1.17,42.28,2019-08-23
2019-06-14,42.98,34.384,,1.63,42.28,2019-08-23
2019-06-17,45.01,36.008,,6.07,42.28,2019-08-23
2019-06-18,44.95,35.96,,5.94,42.28,2019-08-23
2019-06-19,45.29,36.232,,6.65,42.28,2019-08-23
2019-06-20,43.92,35.136,,3.73,42.28,2019-08-23
2019-06-21,44.37,35.496,,4.71,42.28,2019-08-23
2019-06-24,44.73,35.784,,5.48,42.28,2019-08-23
2019-06-25,43.95,35.16,,3.8,42.28,2019-08-23
2019-06-26,43.85,35.08,,3.58,42.28,2019-08-23
2019-06-27,44.57,35.656,,5.14,42.28,2019-08-23
2019-06-28,44.69,35.752,,5.39,42.28,2019-08-23
2019-07-01,45.43,36.344,,6.93,42.28,2019-08-23
2019-07-02,44.91,35.928,,5.86,42.28,2019-08-23
2019-07-03,46.98,37.584,,10.0,42.28,2019-08-23
2019-07-05,46.62,37.296,,9.31,42.28,2019-08-23
2019-07-08,46.07,36.856,,8.23,42.28,2019-08-23
2019-07-09,46.01,36.808,,8.11,42.28,2019-08-23
2019-07-10,47.78,38.224,,11.51,42.28,2019-08-23
2019-07-11,47.72,38.176,,11.4,42.28,2019-08-23
2019-07-12,49.02,39.216,,13.75,42.28,2019-08-23
2019-07-15,50.7,40.56,,16.61,42.28,2019-08-23
2019-07-16,50.48,40.384,,16.24,42.28,2019-08-23
2019-07-17,50.97,40.776,,17.05,42.28,2019-08-23
2019-07-18,50.71,40.568,,16.62,42.28,2019-08-23
2019-07-19,51.64,41.312,,18.13,42.28,2019-08-23
2019-07-22,51.14,40.912,,17.32,42.28,2019-08-23
2019-07-23,52.03,41.624,,18.74,42.28,2019-08-23
2019-07-24,52.98,42.384,22,20.2,42.28,2019-08-23
2019-07-25,45.76,36.608,,7.6,42.28,2019-08-23
2019-07-26,45.61,36.488,,7.3,42.28,2019-08-23
2019-07-29,47.15,37.72,,10.33,42.28,2019-08-23
2019-07-30,48.45,38.76,,12.73,42.28,2019-08-23
2019-07-31,48.32,38.656,,12.5,42.28,2019-08-23
2019-08-01,46.77,37.416,,9.6,42.28,2019-08-23
2019-08-02,46.87,37.496,,9.79,42.28,2019-08-23
2019-08-05,45.66,36.528,,7.4,42.28,2019-08-23
2019-08-06,46.15,36.92,,8.39,42.28,2019-08-23
2019-08-07,46.68,37.344,,9.43,42.28,2019-08-23
2019-08-08,47.66,38.128,,11.29,42.28,2019-08-23
2019-08-09,47.0,37.6,,10.04,42.28,2019-08-23
2019-08-12,45.8,36.64,,7.69,42.28,2019-08-23
2019-08-13,47.0,37.6,,10.04,42.28,2019-08-23
2019-08-14,43.92,35.136,,3.73,42.28,2019-08-23
2019-08-15,43.13,34.504,,1.97,42.28,2019-08-23
2019-08-16,43.99,35.192,,3.89,42.28,2019-08-23
2019-08-19,45.37,36.296,,6.81,42.28,2019-08-23
2019-08-20,45.17,36.136,,6.4,42.28,2019-08-23
2019-08-21,44.17,35.336,,4.28,42.28,2019-08-23
2019-08-22,44.43,35.544,,4.84,42.28,2019-08-23
2019-08-23,42.28,33.824,,0.0,42.28,2019-08-23
2019-08-26,43.0,34.4,,0.42,42.82,2019-08-27
2019-08-27,42.82,34.256,,0.0,42.82,2019-08-27
2019-08-28,43.12,34.496,,0.0,43.12,2019-08-28
2019-08-29,44.34,35.472,,0.45,44.14,2019-09-04
2019-08-30,45.12,36.096,,2.17,44.14,2019-09-04
2019-09-03,45.0,36.0,,1.91,44.14,2019-09-04
2019-09-04,44.14,35.312,,0.0,44.14,2019-09-04
2019-09-05,45.92,36.736,,2.79,44.64,2019-09-24
2019-09-06,45.49,36.392,,1.87,44.64,2019-09-24
2019-09-09,46.36,37.088,,3.71,44.64,2019-09-24
2019-09-10,47.11,37.688,,5.24,44.64,2019-09-24
2019-09-11,49.42,39.536,,9.67,44.64,2019-09-24
2019-09-12,49.17,39.336,,9.21,44.64,2019-09-24
2019-09-13,49.04,39.232,,8.97,44.64,2019-09-24
2019-09-16,48.56,38.848,,8.07,44.64,2019-09-24
2019-09-17,48.96,39.168,,8.82,44.64,2019-09-24
2019-09-18,48.7,38.96,,8.34,44.64,2019-09-24
2019-09-19,49.32,39.456,,9.49,44.64,2019-09-24
2019-09-20,48.12,38.496,,7.23,44.64,2019-09-24
2019-09-23,48.25,38.6,,7.48,44.64,2019-09-24
2019-09-24,44.64,35.712,,0.0,44.64,2019-09-24
2019-09-25,45.74,36.592,,0.0,45.74,2019-09-25
2019-09-26,48.51,38.808,,4.58,46.29,2019-10-04
2019-09-27,48.43,38.744,,4.42,46.29,2019-10-04
2019-09-30,48.17,38.536,,3.9,46.29,2019-10-04
