entry_date,entry_price,trigger_price,days_to_liquidation,max_drawdown_after_entry_pct,min_price_after_entry,min_price_date
2014-05-22,40.98,32.784,430,20.64,32.52,2016-02-05
2014-05-23,41.46,33.168,429,21.56,32.52,2016-02-05
2014-05-27,42.31,33.848,428,23.14,32.52,2016-02-05
2014-05-28,42.05,33.64,427,22.66,32.52,2016-02-05
2014-05-29,42.05,33.64,426,22.66,32.52,2016-02-05
2014-05-30,41.55,33.24,425,21.73,32.52,2016-02-05
2014-06-02,40.94,32.752,424,20.57,32.52,2016-02-05
2014-06-03,40.99,32.792,423,20.66,32.52,2016-02-05
2014-06-04,40.8,32.64,422,20.29,32.52,2016-02-05
2014-06-05,41.38,33.104,421,21.41,32.52,2016-02-05
2014-06-06,41.63,33.304,420,21.88,32.52,2016-02-05
2014-06-09,41.06,32.848,419,20.8,32.52,2016-02-05
2014-06-10,40.46,32.368,419,26.84,29.6,2016-02-08
2014-06-11,40.89,32.712,417,20.47,32.52,2016-02-05
2014-06-12,40.7,32.56,416,20.1,32.52,2016-02-05
2014-06-13,41.28,33.024,415,21.22,32.52,2016-02-05
2014-06-16,44.92,35.936,412,22.75,34.7,2016-02-03
2014-06-17,46.33,37.064,196,20.14,37.0,2015-03-27
2014-06-18,45.42,36.336,410,23.6,34.7,2016-02-03
2014-06-19,45.56,36.448,409,23.84,34.7,2016-02-03
2014-06-20,45.92,36.736,407,20.38,36.56,2016-02-02
2014-06-23,47.44,37.952,182,20.45,37.74,2015-03-13
2014-06-24,46.5,37.2,191,20.43,37.0,2015-03-27
2014-06-25,47.38,37.904,180,20.35,37.74,2015-03-13
2014-06-26,47.12,37.696,189,21.48,37.0,2015-03-27
2014-06-27,47.81,38.248,174,20.14,38.18,2015-03-09
2014-06-30,48.01,38.408,138,20.08,38.37,2015-01-15
2014-07-01,47.94,38.352,172,20.36,38.18,2015-03-09
2014-07-02,45.89,36.712,399,20.33,36.56,2016-02-02
2014-07-03,45.85,36.68,398,20.26,36.56,2016-02-02
2014-07-07,44.53,35.624,398,22.08,34.7,2016-02-03
2014-07-08,43.81,35.048,397,20.79,34.7,2016-02-03
2014-07-09,44.61,35.688,396,22.21,34.7,2016-02-03
2014-07-10,43.89,35.112,395,20.94,34.7,2016-02-03
2014-07-11,43.63,34.904,394,20.47,34.7,2016-02-03
2014-07-14,45.34,36.272,393,23.47,34.7,2016-02-03
2014-07-15,43.92,35.136,392,20.99,34.7,2016-02-03
2014-07-16,43.43,34.744,391,20.1,34.7,2016-02-03
2014-07-17,43.08,34.464,392,24.51,32.52,2016-02-05
2014-07-18,44.0,35.2,389,21.14,34.7,2016-02-03
2014-07-21,44.11,35.288,388,21.33,34.7,2016-02-03
2014-07-22,43.92,35.136,387,20.99,34.7,2016-02-03
2014-07-23,44.5,35.6,386,22.02,34.7,2016-02-03
2014-07-24,44.71,35.768,385,22.39,34.7,2016-02-03
2014-07-25,44.71,35.768,384,22.39,34.7,2016-02-03
2014-07-28,44.96,35.968,383,22.82,34.7,2016-02-03
2014-07-29,45.0,36.0,382,22.89,34.7,2016-02-03
2014-07-30,45.78,36.624,380,20.14,36.56,2016-02-02
2014-07-31,44.66,35.728,380,22.3,34.7,2016-02-03
2014-08-01,46.65,37.32,164,20.69,37.0,2015-03-27
2014-08-04,47.7,38.16,150,20.21,38.06,2015-03-10
2014-08-05,47.7,38.16,149,20.21,38.06,2015-03-10
2014-08-06,49.79,39.832,92,20.55,39.56,2014-12-16
2014-08-07,50.48,40.384,91,21.63,39.56,2014-12-16
2014-08-08,49.63,39.704,90,20.29,39.56,2014-12-16
2014-08-11,51.86,41.488,87,20.17,41.4,2014-12-12
2014-08-12,51.99,41.592,86,20.37,41.4,2014-12-12
2014-08-13,52.06,41.648,85,20.48,41.4,2014-12-12
2014-08-14,52.28,41.824,83,20.08,41.78,2014-12-11
2014-08-15,52.4,41.92,82,20.27,41.78,2014-12-11
2014-08-18,51.99,41.592,82,20.37,41.4,2014-12-12
2014-08-19,51.35,41.08,82,20.53,40.81,2014-12-15
2014-08-20,51.14,40.912,81,20.2,40.81,2014-12-15
2014-08-21,50.87,40.696,81,22.23,39.56,2014-12-16
2014-08-22,51.36,41.088,79,20.54,40.81,2014-12-15
2014-08-25,52.51,42.008,75,20.07,41.97,2014-12-10
2014-08-26,52.35,41.88,75,20.19,41.78,2014-12-11
2014-08-27,52.65,42.12,73,20.28,41.97,2014-12-10
2014-08-28,52.77,42.216,72,20.47,41.97,2014-12-10
2014-08-29,53.94,43.152,69,20.52,42.87,2014-12-08
2014-09-02,56.82,45.456,29,20.94,44.92,2014-10-13
2014-09-03,56.24,44.992,28,20.13,44.92,2014-10-13
2014-09-04,57.21,45.768,27,21.48,44.92,2014-10-13
2014-09-05,55.48,44.384,36,20.1,44.33,2014-10-27
2014-09-08,56.42,45.136,25,20.38,44.92,2014-10-13
2014-09-09,55.7,44.56,34,20.41,44.33,2014-10-27
2014-09-10,56.22,44.976,23,20.1,44.92,2014-10-13
2014-09-11,56.06,44.848,32,20.92,44.33,2014-10-27
2014-09-12,55.84,44.672,31,20.61,44.33,2014-10-27
2014-09-15,50.77,40.616,65,22.08,39.56,2014-12-16
2014-09-16,52.15,41.72,62,20.61,41.4,2014-12-12
2014-09-17,52.28,41.824,60,20.08,41.78,2014-12-11
2014-09-18,52.76,42.208,58,20.45,41.97,2014-12-10
2014-09-19,51.86,41.488,59,20.17,41.4,2014-12-12
2014-09-22,50.01,40.008,60,20.9,39.56,2014-12-16
2014-09-23,50.08,40.064,59,21.01,39.56,2014-12-16
2014-09-24,50.43,40.344,58,21.55,39.56,2014-12-16
2014-09-25,49.39,39.512,76,21.97,38.54,2015-01-14
2014-09-26,49.32,39.456,75,21.86,38.54,2015-01-14
2014-09-29,49.05,39.24,74,21.43,38.54,2015-01-14
2014-09-30,48.54,38.832,73,20.6,38.54,2015-01-14
2014-10-01,48.05,38.44,73,20.15,38.37,2015-01-15
2014-10-02,50.28,40.224,52,21.32,39.56,2014-12-16
2014-10-03,51.04,40.832,50,20.04,40.81,2014-12-15
2014-10-06,52.12,41.696,48,20.57,41.4,2014-12-12
2014-10-07,51.91,41.528,47,20.25,41.4,2014-12-12
2014-10-08,51.86,41.488,46,20.17,41.4,2014-12-12
2014-10-09,51.4,41.12,46,20.6,40.81,2014-12-15
2014-10-10,47.38,37.904,105,20.35,37.74,2015-03-13
2014-10-13,44.92,35.936,329,22.75,34.7,2016-02-03
2014-10-14,45.41,36.328,328,23.59,34.7,2016-02-03
2014-10-15,45.94,36.752,326,20.42,36.56,2016-02-02
2014-10-16,45.27,36.216,326,23.35,34.7,2016-02-03
2014-10-17,45.5,36.4,325,23.74,34.7,2016-02-03
2014-10-20,46.09,36.872,323,20.68,36.56,2016-02-02
2014-10-21,47.07,37.656,108,21.39,37.0,2015-03-27
2014-10-22,46.22,36.976,321,20.9,36.56,2016-02-02
2014-10-23,47.06,37.648,106,21.38,37.0,2015-03-27
2014-10-24,47.05,37.64,105,21.36,37.0,2015-03-27
2014-10-27,44.33,35.464,319,21.72,34.7,2016-02-03
2014-10-28,48.55,38.84,53,20.62,38.54,2015-01-14
2014-10-29,47.62,38.096,89,20.08,38.06,2015-03-10
2014-10-30,47.73,38.184,87,20.01,38.18,2015-03-09
2014-10-31,48.34,38.672,50,20.27,38.54,2015-01-14
2014-11-03,48.52,38.816,49,20.57,38.54,2015-01-14
2014-11-04,47.79,38.232,84,20.11,38.18,2015-03-09
2014-11-05,46.19,36.952,311,20.85,36.56,2016-02-02
2014-11-06,48.24,38.592,46,20.11,38.54,2015-01-14
2014-11-07,48.04,38.432,46,20.13,38.37,2015-01-15
2014-11-10,48.39,38.712,44,20.36,38.54,2015-01-14
2014-11-11,50.22,40.176,24,21.23,39.56,2014-12-16
2014-11-12,49.82,39.856,23,20.59,39.56,2014-12-16
2014-11-13,50.34,40.272,22,21.41,39.56,2014-12-16
2014-11-14,51.74,41.392,20,21.12,40.81,2014-12-15
2014-11-17,50.8,40.64,20,22.13,39.56,2014-12-16
2014-11-18,51.54,41.232,18,20.82,40.81,2014-12-15
2014-11-19,49.55,39.64,18,20.16,39.56,2014-12-16
2014-11-20,49.74,39.792,17,20.47,39.56,2014-12-16
2014-11-21,48.56,38.848,35,20.63,38.54,2015-01-14
2014-11-24,49.34,39.472,34,21.89,38.54,2015-01-14
2014-11-25,49.62,39.696,14,20.27,39.56,2014-12-16
2014-11-26,49.69,39.752,13,20.39,39.56,2014-12-16
2014-11-28,48.9,39.12,31,21.19,38.54,2015-01-14
2014-12-01,46.33,37.064,80,20.14,37.0,2015-03-27
2014-12-02,46.29,37.032,79,20.07,37.0,2015-03-27
2014-12-03,45.86,36.688,292,20.28,36.56,2016-02-02
2014-12-04,45.66,36.528,292,24.0,34.7,2016-02-03
2014-12-05,44.74,35.792,291,22.44,34.7,2016-02-03
2014-12-08,42.87,34.296,292,24.14,32.52,2016-02-05
2014-12-09,43.38,34.704,289,20.01,34.7,2016-02-03
2014-12-10,41.97,33.576,290,22.52,32.52,2016-02-05
2014-12-11,41.78,33.424,289,22.16,32.52,2016-02-05
2014-12-12,41.4,33.12,288,21.45,32.52,2016-02-05
2014-12-15,40.81,32.648,287,20.31,32.52,2016-02-05
2014-12-16,39.56,31.648,287,25.18,29.6,2016-02-08
2014-12-17,41.16,32.928,285,20.99,32.52,2016-02-05
2014-12-18,43.65,34.92,282,20.5,34.7,2016-02-03
2014-12-19,43.86,35.088,281,20.88,34.7,2016-02-03
2014-12-22,44.52,35.616,280,22.06,34.7,2016-02-03
2014-12-23,44.19,35.352,279,21.48,34.7,2016-02-03
2014-12-24,44.45,35.56,278,21.93,34.7,2016-02-03
2014-12-26,45.56,36.448,277,23.84,34.7,2016-02-03
2014-12-29,45.14,36.112,276,23.13,34.7,2016-02-03
2014-12-30,44.45,35.56,275,21.93,34.7,2016-02-03
2014-12-31,44.48,35.584,274,21.99,34.7,2016-02-03
2015-01-02,43.86,35.088,273,20.88,34.7,2016-02-03
2015-01-05,42.02,33.616,274,22.61,32.52,2016-02-05
2015-01-06,42.26,33.808,273,23.05,32.52,2016-02-05
2015-01-07,42.19,33.752,272,22.92,32.52,2016-02-05
2015-01-08,42.12,33.696,271,22.79,32.52,2016-02-05
2015-01-09,41.33,33.064,270,21.32,32.52,2016-02-05
2015-01-12,40.44,32.352,270,26.81,29.6,2016-02-08
2015-01-13,40.85,32.68,268,20.39,32.52,2016-02-05
2015-01-14,38.54,30.832,268,23.2,29.6,2016-02-08
2015-01-15,38.37,30.696,267,22.86,29.6,2016-02-08
2015-01-16,38.61,30.888,266,23.34,29.6,2016-02-08
2015-01-20,38.39,30.712,265,22.9,29.6,2016-02-08
2015-01-21,39.31,31.448,264,24.7,29.6,2016-02-08
2015-01-22,40.32,32.256,263,26.59,29.6,2016-02-08
2015-01-23,40.26,32.208,262,26.48,29.6,2016-02-08
2015-01-26,41.31,33.048,260,21.28,32.52,2016-02-05
2015-01-27,41.2,32.96,259,21.07,32.52,2016-02-05
2015-01-28,39.87,31.896,259,25.76,29.6,2016-02-08
2015-01-29,41.04,32.832,257,20.76,32.52,2016-02-05
2015-01-30,40.72,32.576,256,20.14,32.52,2016-02-05
2015-02-02,42.19,33.752,255,22.92,32.52,2016-02-05
2015-02-03,43.67,34.936,252,20.54,34.7,2016-02-03
2015-02-04,43.71,34.968,251,20.61,34.7,2016-02-03
2015-02-05,44.2,35.36,250,21.49,34.7,2016-02-03
2015-02-06,43.47,34.776,249,20.17,34.7,2016-02-03
2015-02-09,43.5,34.8,248,20.23,34.7,2016-02-03
2015-02-10,43.26,34.608,249,24.83,32.52,2016-02-05
2015-02-11,42.56,34.048,248,23.59,32.52,2016-02-05
2015-02-12,40.58,32.464,248,27.06,29.6,2016-02-08
2015-02-13,40.75,32.6,246,20.2,32.52,2016-02-05
2015-02-17,40.87,32.696,245,20.43,32.52,2016-02-05
2015-02-18,40.89,32.712,244,20.47,32.52,2016-02-05
2015-02-19,42.34,33.872,243,23.19,32.52,2016-02-05
2015-02-20,43.42,34.736,240,20.08,34.7,2016-02-03
2015-02-23,41.47,33.176,241,21.58,32.52,2016-02-05
2015-02-24,40.82,32.656,240,20.33,32.52,2016-02-05
2015-02-25,40.75,32.6,239,20.2,32.52,2016-02-05
2015-02-26,41.44,33.152,238,21.53,32.52,2016-02-05
2015-02-27,40.67,32.536,237,20.04,32.52,2016-02-05
2015-03-02,39.47,31.576,237,25.01,29.6,2016-02-08
2015-03-03,39.91,31.928,236,25.83,29.6,2016-02-08
2015-03-04,40.49,32.392,235,26.9,29.6,2016-02-08
2015-03-05,40.13,32.104,234,26.24,29.6,2016-02-08
2015-03-06,38.78,31.024,233,23.67,29.6,2016-02-08
2015-03-09,38.18,30.544,232,22.47,29.6,2016-02-08
2015-03-10,38.06,30.448,231,22.23,29.6,2016-02-08
2015-03-11,38.75,31.0,230,23.61,29.6,2016-02-08
2015-03-12,38.21,30.568,229,22.53,29.6,2016-02-08
2015-03-13,37.74,30.192,228,21.57,29.6,2016-02-08
2015-03-16,39.14,31.312,227,24.37,29.6,2016-02-08
2015-03-17,38.95,31.16,226,24.01,29.6,2016-02-08
2015-03-18,40.14,32.112,225,26.26,29.6,2016-02-08
2015-03-19,39.13,31.304,224,24.35,29.6,2016-02-08
2015-03-20,39.62,31.696,223,25.29,29.6,2016-02-08
2015-03-23,39.93,31.944,222,25.87,29.6,2016-02-08
2015-03-24,40.34,32.272,221,26.62,29.6,2016-02-08
2015-03-25,38.86,31.088,220,23.83,29.6,2016-02-08
2015-03-26,38.08,30.464,219,22.27,29.6,2016-02-08
2015-03-27,37.0,29.6,220,22.35,28.73,2016-02-10
2015-03-30,38.11,30.488,217,22.33,29.6,2016-02-08
2015-03-31,37.75,30.2,216,21.59,29.6,2016-02-08
2015-04-01,37.52,30.016,215,21.11,29.6,2016-02-08
2015-04-02,38.2,30.56,214,22.51,29.6,2016-02-08
2015-04-06,40.62,32.496,213,27.13,29.6,2016-02-08
2015-04-07,40.65,32.52,212,27.18,29.6,2016-02-08
2015-04-08,41.53,33.224,210,21.7,32.52,2016-02-05
2015-04-09,42.02,33.616,209,22.61,32.52,2016-02-05
2015-04-10,42.18,33.744,208,22.9,32.52,2016-02-05
2015-04-13,41.96,33.568,207,22.5,32.52,2016-02-05
2015-04-14,41.49,33.192,206,21.62,32.52,2016-02-05
2015-04-15,41.57,33.256,205,21.77,32.52,2016-02-05
2015-04-16,41.34,33.072,204,21.34,32.52,2016-02-05
2015-04-17,41.36,33.088,203,21.37,32.52,2016-02-05
2015-04-20,41.05,32.84,202,20.78,32.52,2016-02-05
2015-04-21,41.88,33.504,201,22.35,32.52,2016-02-05
2015-04-22,43.89,35.112,198,20.94,34.7,2016-02-03
2015-04-23,43.72,34.976,197,20.63,34.7,2016-02-03
2015-04-24,43.69,34.952,196,20.58,34.7,2016-02-03
2015-04-27,46.31,37.048,194,21.05,36.56,2016-02-02
2015-04-28,46.1,36.88,193,20.69,36.56,2016-02-02
2015-04-29,46.49,37.192,192,21.36,36.56,2016-02-02
2015-04-30,45.21,36.168,192,23.25,34.7,2016-02-03
2015-05-01,45.21,36.168,191,23.25,34.7,2016-02-03
2015-05-04,46.1,36.88,189,20.69,36.56,2016-02-02
2015-05-05,46.59,37.272,188,21.53,36.56,2016-02-02
2015-05-06,46.09,36.872,187,20.68,36.56,2016-02-02
2015-05-07,47.36,37.888,182,20.59,37.61,2016-01-27
2015-05-08,47.32,37.856,181,20.52,37.61,2016-01-27
2015-05-11,47.9,38.32,180,21.48,37.61,2016-01-27
2015-05-12,48.95,39.16,178,20.92,38.71,2016-01-26
2015-05-13,48.64,38.912,177,20.42,38.71,2016-01-26
2015-05-14,48.82,39.056,176,20.71,38.71,2016-01-26
2015-05-15,49.77,39.816,171,20.15,39.74,2016-01-20
2015-05-18,49.75,39.8,170,20.12,39.74,2016-01-20
2015-05-19,49.43,39.544,172,20.53,39.28,2016-01-25
2015-05-20,48.87,39.096,172,20.79,38.71,2016-01-26
2015-05-21,49.12,39.296,170,20.03,39.28,2016-01-25
2015-05-22,49.55,39.64,169,20.73,39.28,2016-01-25
2015-05-26,49.49,39.592,168,20.63,39.28,2016-01-25
2015-05-27,49.49,39.592,167,20.63,39.28,2016-01-25
2015-05-28,50.29,40.232,159,20.34,40.06,2016-01-13
2015-05-29,50.16,40.128,158,20.14,40.06,2016-01-13
2015-06-01,49.89,39.912,161,20.34,39.74,2016-01-20
2015-06-02,49.67,39.736,163,20.92,39.28,2016-01-25
2015-06-03,49.8,39.84,159,20.2,39.74,2016-01-20
2015-06-04,49.18,39.344,161,20.13,39.28,2016-01-25
2015-06-05,49.83,39.864,157,20.25,39.74,2016-01-20
2015-06-08,51.26,41.008,152,21.85,40.06,2016-01-13
2015-06-09,51.2,40.96,151,21.76,40.06,2016-01-13
2015-06-10,50.14,40.112,150,20.1,40.06,2016-01-13
2015-06-11,50.28,40.224,149,20.33,40.06,2016-01-13
2015-06-12,50.14,40.112,148,20.1,40.06,2016-01-13
2015-06-15,50.08,40.064,147,20.01,40.06,2016-01-13
2015-06-16,50.62,40.496,146,20.86,40.06,2016-01-13
2015-06-17,52.08,41.664,95,20.53,41.39,2015-10-30
2015-06-18,52.38,41.904,89,20.16,41.82,2015-10-23
2015-06-19,52.5,42.0,88,20.34,41.82,2015-10-23
2015-06-22,51.96,41.568,92,20.34,41.39,2015-10-30
2015-06-23,53.53,42.824,83,20.4,42.61,2015-10-20
2015-06-24,53.03,42.424,83,20.76,42.02,2015-10-21
2015-06-25,53.76,43.008,81,20.74,42.61,2015-10-20
2015-06-26,53.42,42.736,80,20.24,42.61,2015-10-20
2015-06-29,52.4,41.92,82,20.19,41.82,2015-10-23
2015-06-30,53.65,42.92,78,20.58,42.61,2015-10-20
2015-07-01,53.83,43.064,77,20.84,42.61,2015-10-20
2015-07-02,56.0,44.8,36,21.84,43.77,2015-08-24
2015-07-06,55.94,44.752,35,21.76,43.77,2015-08-24
2015-07-07,53.58,42.864,74,20.47,42.61,2015-10-20
2015-07-08,50.99,40.792,131,21.44,40.06,2016-01-13
2015-07-09,51.58,41.264,130,22.33,40.06,2016-01-13
2015-07-10,51.83,41.464,79,20.14,41.39,2015-10-30
2015-07-13,52.43,41.944,73,20.24,41.82,2015-10-23
2015-07-14,53.13,42.504,70,20.91,42.02,2015-10-21
2015-07-15,52.63,42.104,69,20.16,42.02,2015-10-21
2015-07-16,53.34,42.672,67,20.12,42.61,2015-10-20
2015-07-17,54.93,43.944,26,20.32,43.77,2015-08-24
2015-07-20,56.45,45.16,25,22.46,43.77,2015-08-24
2015-07-21,53.35,42.68,64,20.13,42.61,2015-10-20
2015-07-22,53.57,42.856,63,20.46,42.61,2015-10-20
2015-07-23,53.44,42.752,62,20.27,42.61,2015-10-20
2015-07-24,53.08,42.464,62,20.84,42.02,2015-10-21
2015-07-27,50.6,40.48,118,20.83,40.06,2016-01-13
2015-07-28,52.96,42.368,60,20.66,42.02,2015-10-21
2015-07-29,52.76,42.208,59,20.36,42.02,2015-10-21
2015-07-30,53.36,42.688,57,20.15,42.61,2015-10-20
2015-07-31,53.23,42.584,57,21.06,42.02,2015-10-21
2015-08-03,52.0,41.6,63,20.4,41.39,2015-10-30
2015-08-04,53.26,42.608,55,21.1,42.02,2015-10-21
2015-08-05,54.03,43.224,47,20.19,43.12,2015-10-12
2015-08-06,49.23,39.384,117,20.21,39.28,2016-01-25
2015-08-07,48.5,38.8,117,20.19,38.71,2016-01-26
2015-08-10,48.23,38.584,117,22.02,37.61,2016-01-27
2015-08-11,47.47,37.976,116,20.77,37.61,2016-01-27
2015-08-12,47.63,38.104,115,21.04,37.61,2016-01-27
2015-08-13,48.5,38.8,113,20.19,38.71,2016-01-26
2015-08-14,48.63,38.904,112,20.4,38.71,2016-01-26
2015-08-17,51.0,40.8,103,21.45,40.06,2016-01-13
2015-08-18,52.14,41.712,52,20.62,41.39,2015-10-30
2015-08-19,51.05,40.84,101,21.53,40.06,2016-01-13
2015-08-20,48.44,38.752,108,20.09,38.71,2016-01-26
2015-08-21,46.15,36.92,112,20.78,36.56,2016-02-02
2015-08-24,43.77,35.016,112,20.72,34.7,2016-02-03
2015-08-25,44.01,35.208,111,21.15,34.7,2016-02-03
2015-08-26,44.97,35.976,110,22.84,34.7,2016-02-03
2015-08-27,48.6,38.88,103,20.35,38.71,2016-01-26
2015-08-28,49.7,39.76,98,20.04,39.74,2016-01-20
2015-08-31,49.81,39.848,97,20.22,39.74,2016-01-20
2015-09-01,47.73,38.184,101,21.2,37.61,2016-01-27
2015-09-02,49.54,39.632,98,20.71,39.28,2016-01-25
2015-09-03,49.11,39.288,97,20.02,39.28,2016-01-25
2015-09-04,48.39,38.712,97,20.0,38.71,2016-01-26
2015-09-08,49.63,39.704,95,20.85,39.28,2016-01-25
2015-09-09,49.78,39.824,91,20.17,39.74,2016-01-20
2015-09-10,49.7,39.76,90,20.04,39.74,2016-01-20
2015-09-11,50.05,40.04,89,20.6,39.74,2016-01-20
2015-09-14,50.64,40.512,84,20.89,40.06,2016-01-13
2015-09-15,50.71,40.568,83,21.0,40.06,2016-01-13
2015-09-16,52.45,41.96,27,20.27,41.82,2015-10-23
2015-09-17,52.41,41.928,26,20.21,41.82,2015-10-23
2015-09-18,52.12,41.696,30,20.59,41.39,2015-10-30
2015-09-21,52.84,42.272,22,20.48,42.02,2015-10-21
2015-09-22,52.19,41.752,28,20.69,41.39,2015-10-30
2015-09-23,52.21,41.768,27,20.72,41.39,2015-10-30
2015-09-24,52.62,42.096,19,20.14,42.02,2015-10-21
2015-09-25,51.38,41.104,75,22.03,40.06,2016-01-13
2015-09-28,49.69,39.752,78,20.02,39.74,2016-01-20
2015-09-29,49.33,39.464,80,20.37,39.28,2016-01-25
2015-09-30,49.68,39.744,76,20.01,39.74,2016-01-20
2015-10-01,47.98,38.384,80,21.61,37.61,2016-01-27
2015-10-02,49.51,39.608,77,20.66,39.28,2016-01-25
2015-10-05,49.23,39.384,76,20.21,39.28,2016-01-25
2015-10-06,48.29,38.632,77,22.12,37.61,2016-01-27
2015-10-07,46.39,37.112,80,21.19,36.56,2016-02-02
2015-10-08,45.34,36.272,80,23.47,34.7,2016-02-03
2015-10-09,44.14,35.312,79,21.39,34.7,2016-02-03
2015-10-12,43.12,34.496,80,24.58,32.52,2016-02-05
2015-10-13,43.85,35.08,77,20.87,34.7,2016-02-03
2015-10-14,43.38,34.704,76,20.01,34.7,2016-02-03
2015-10-15,44.26,35.408,75,21.6,34.7,2016-02-03
2015-10-16,45.4,36.32,74,23.57,34.7,2016-02-03
2015-10-19,45.62,36.496,73,23.94,34.7,2016-02-03
2015-10-20,42.61,34.088,74,23.68,32.52,2016-02-05
2015-10-21,42.02,33.616,73,22.61,32.52,2016-02-05
2015-10-22,42.34,33.872,72,23.19,32.52,2016-02-05
2015-10-23,41.82,33.456,71,22.24,32.52,2016-02-05
2015-10-26,43.05,34.44,70,24.46,32.52,2016-02-05
2015-10-27,42.07,33.656,69,22.7,32.52,2016-02-05
2015-10-28,42.59,34.072,68,23.64,32.52,2016-02-05
2015-10-29,42.33,33.864,67,23.18,32.52,2016-02-05
2015-10-30,41.39,33.112,66,21.43,32.52,2016-02-05
2015-11-02,42.76,34.208,65,23.95,32.52,2016-02-05
2015-11-03,41.67,33.336,64,21.96,32.52,2016-02-05
2015-11-04,46.33,37.064,60,21.09,36.56,2016-02-02
2015-11-05,46.35,37.08,59,21.12,36.56,2016-02-02
2015-11-06,46.47,37.176,58,21.33,36.56,2016-02-02
2015-11-09,45.07,36.056,58,23.01,34.7,2016-02-03
2015-11-10,43.3,34.64,59,24.9,32.52,2016-02-05
2015-11-11,43.82,35.056,56,20.81,34.7,2016-02-03
2015-11-12,42.59,34.072,57,23.64,32.52,2016-02-05
2015-11-13,41.44,33.152,56,21.53,32.52,2016-02-05
2015-11-16,42.86,34.288,55,24.13,32.52,2016-02-05
2015-11-17,42.8,34.24,54,24.02,32.52,2016-02-05
2015-11-18,44.21,35.368,51,21.51,34.7,2016-02-03
2015-11-19,44.36,35.488,50,21.78,34.7,2016-02-03
2015-11-20,44.0,35.2,49,21.14,34.7,2016-02-03
2015-11-23,43.55,34.84,48,20.32,34.7,2016-02-03
2015-11-24,43.65,34.92,47,20.5,34.7,2016-02-03
2015-11-25,45.93,36.744,45,20.4,36.56,2016-02-02
2015-11-27,46.32,37.056,44,21.07,36.56,2016-02-02
2015-11-30,46.05,36.84,43,20.61,36.56,2016-02-02
2015-12-01,47.44,37.952,38,20.72,37.61,2016-01-27
2015-12-02,46.4,37.12,41,21.21,36.56,2016-02-02
2015-12-03,46.54,37.232,40,21.44,36.56,2016-02-02
2015-12-04,46.08,36.864,39,20.66,36.56,2016-02-02
2015-12-07,46.23,36.984,38,20.92,36.56,2016-02-02
2015-12-08,45.34,36.272,38,23.47,34.7,2016-02-03
2015-12-09,44.9,35.92,37,22.72,34.7,2016-02-03
2015-12-10,45.41,36.328,36,23.59,34.7,2016-02-03
2015-12-11,43.4,34.72,35,20.05,34.7,2016-02-03
2015-12-14,43.72,34.976,34,20.63,34.7,2016-02-03
2015-12-15,44.22,35.376,33,21.53,34.7,2016-02-03
2015-12-16,46.9,37.52,31,22.05,36.56,2016-02-02
2015-12-17,46.68,37.344,30,21.68,36.56,2016-02-02
2015-12-18,46.09,36.872,29,20.68,36.56,2016-02-02
2015-12-21,46.51,37.208,28,21.39,36.56,2016-02-02
2015-12-22,45.99,36.792,27,20.5,36.56,2016-02-02
2015-12-23,45.94,36.752,26,20.42,36.56,2016-02-02
2015-12-24,46.11,36.888,25,20.71,36.56,2016-02-02
2015-12-28,45.79,36.632,24,20.16,36.56,2016-02-02
2015-12-29,47.44,37.952,19,20.72,37.61,2016-01-27
2015-12-30,47.62,38.096,18,21.02,37.61,2016-01-27
2015-12-31,48.0,38.4,17,21.65,37.61,2016-01-27
2016-01-04,44.68,35.744,21,22.34,34.7,2016-02-03
2016-01-05,44.69,35.752,20,22.35,34.7,2016-02-03
2016-01-06,43.81,35.048,19,20.79,34.7,2016-02-03
2016-01-07,43.13,34.504,20,24.6,32.52,2016-02-05
2016-01-08,42.2,33.76,19,22.94,32.52,2016-02-05
2016-01-11,41.57,33.256,18,21.77,32.52,2016-02-05
2016-01-12,41.99,33.592,17,22.55,32.52,2016-02-05
2016-01-13,40.06,32.048,17,26.11,29.6,2016-02-08
2016-01-14,41.24,32.992,15,21.14,32.52,2016-02-05
2016-01-15,41.0,32.8,14,20.68,32.52,2016-02-05
2016-01-19,40.94,32.752,13,20.57,32.52,2016-02-05
2016-01-20,39.74,31.792,13,25.52,29.6,2016-02-08
2016-01-21,39.99,31.992,12,25.98,29.6,2016-02-08
2016-01-22,40.51,32.408,11,26.93,29.6,2016-02-08
2016-01-25,39.28,31.424,10,24.64,29.6,2016-02-08
2016-01-26,38.71,30.968,9,23.53,29.6,2016-02-08
2016-01-27,37.61,30.088,8,21.3,29.6,2016-02-08
2016-01-28,37.94,30.352,7,21.98,29.6,2016-02-08
2016-01-29,38.24,30.592,6,22.59,29.6,2016-02-08
2016-02-01,39.39,31.512,5,24.85,29.6,2016-02-08
2016-02-02,36.56,29.248,6,21.42,28.73,2016-02-10
2016-02-03,34.7,27.76,,17.2,28.73,2016-02-10
2016-02-04,35.07,28.056,,18.08,28.73,2016-02-10
2016-02-05,32.52,26.016,,11.65,28.73,2016-02-10
2016-02-08,29.6,23.68,,2.94,28.73,2016-02-10
2016-02-09,29.65,23.72,,3.1,28.73,2016-02-10
2016-02-10,28.73,22.984,,0.0,28.73,2016-02-10
2016-02-11,30.09,24.072,,0.0,30.09,2016-02-11
2016-02-12,30.21,24.168,,0.0,30.21,2016-02-12
